Gene Name	Accession-1	Accession-2
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10653	b4663	ECK4478
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7243	b2380	ECK2376
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10589	b4593	ECK4403
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10432	b4504	ECK0248
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6874	b1630	ECK1626
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12372	b2798	ECK2793
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12182	b0434	ECK0428
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10613	b0914	ECK0905
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11928	b4045	ECK4037
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7938	b4342	ECK4333
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6544	b1038	ECK1024
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11677	b0760	ECK0749
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7763	b3446	ECK3430
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6508	b0987	ECK0978
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11219	b1419	ECK1411
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7626	b3113	ECK3102
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10530	b2568	ECK2566
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10434	b3802	ECK3796
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7514	b2902	ECK2897
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6404	b0787	ECK0776
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7444	b2778	ECK2772
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7269	b2434	ECK2429
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6248	b0448	ECK0442
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7134	b2102	ECK2095
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7009	b1836	ECK1835
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10303	b0153	ECK0152
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6902	b1674	ECK1670
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6766	b1455	ECK1449
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG20110	b3350	ECK3338
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6636	b1268	ECK1262
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6499	b0965	ECK0956
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12754	b3110	ECK3100
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6229	b0380	ECK0375
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6100	b0213	ECK0213
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10167	b0598	ECK0591
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17037	b4791	ECK4648
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17021	b4775	ECK4632
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12548	b4296	ECK4285
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16744	b4750	ECK4607
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16728	b4733	ECK4590
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12380	b3415	ECK3402
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10644	b4677	ECK4492
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10585	b4589	ECK4399
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10002	b0764	ECK0753
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12861	b1915	ECK1914
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12303	b1100	ECK1086
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12230	b3493	ECK3478
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12120	b1234	ECK1229
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11833	b3862	ECK3854
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12134	b0813	ECK0802
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7926	b4329	ECK4320
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11580	b0800	ECK0789
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12058	b2200	ECK2192
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7735	b3383	ECK3370
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7598	b3079	ECK3069
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11667	b2219	ECK2212
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10047	b0050	ECK0051
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7494	b2875	ECK2871
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11610	b2370	ECK2366
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7439	b4463	ECK2767
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7252	b2390	ECK2386
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11262	b3364	ECK3352
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7122	b2085	ECK2081
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6974	b1788	ECK1786
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11123	b1255	ECK1249
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6898	b1670	ECK1666
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6747	b1436	ECK1430
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7337	b2543	ECK2540
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6617	b1180	ECK1168
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6453	b0868	ECK0859
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10822	b2218	ECK2211
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6192	b0327	ECK0325
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G372	b4406	ECK0189
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6871	b1627	ECK1623
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17034	b4788	ECK4645
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17018	b4772	ECK4629
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10658	b2477	ECK2473
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16741	b4747	ECK4604
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16725	b4730	ECK4587
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6744	b1433	ECK1427
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10616	b4655	ECK4434
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10513	b4523	ECK1270
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10604	b0087	ECK0088
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12692	b0599	ECK0593
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12277	b3573	ECK3562
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10521	b0047	ECK0048
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12035	b2171	ECK2165
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11786	b2581	ECK2579
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6227	b0378	ECK0373
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7890	b4263	ECK4256
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11521	b0699	ECK0688
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10296	b0590	ECK0583
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7718	b3353	ECK3341
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11154	b2823	ECK2819
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG13283	b2367	ECK2363
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7566	b3013	ECK3005
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7483	b2863	ECK2859
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12720	b3078	ECK3068
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7407	b2689	ECK2684
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7215	b2345	ECK2339
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12525	b4242	ECK4237
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7075	b4582	ECK1989
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6960	b1773	ECK1771
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12367	b0575	ECK0567
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6883	b1643	ECK1639
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6736	b1420	ECK1413
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12217	b3471	ECK3455
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6607	b1167	ECK1154
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6446	b0848	ECK0839
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12127	b4240	ECK4235
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6184	b0319	ECK0317
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-8900	b4743	ECK4600
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12053	b2195	ECK2187
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17031	b4785	ECK4642
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17015	b4769	ECK4626
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11841	b3876	ECK3869
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16738	b4744	ECK4601
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16722	b4727	ECK4584
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11720	b3710	ECK3703
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10605	b4615	ECK4424
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10468	b4554	ECK3591
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11640	b1534	ECK1527
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12610	b0056	ECK0057
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12264	b3537	ECK3522
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11242	b0898	ECK0889
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12023	b2141	ECK2134
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11765	b3598	ECK3587
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7559	b3002	ECK2996
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7880	b4249	ECK4243
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11484	b3848	ECK3840
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11096	b0407	ECK0401
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7687	b3242	ECK3231
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11145	b2395	ECK2389
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7310	b2493	ECK2489
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7541	b4466	ECK2968
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7473	b2853	ECK2851
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10802	b1015	ECK1006
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7343	b2549	ECK2546
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7182	b2275	ECK2269
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6975	b1789	ECK1787
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7050	b1957	ECK1955
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6947	b1752	ECK1750
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10732	b1129	ECK1115
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6815	b1541	ECK1534
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6601	b1161	ECK1148
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6704	b1382	ECK1379
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6858	b1600	ECK1595
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7341	b2547	ECK2544
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6176	b0306	ECK0305
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6402	b0780	ECK0769
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6649	b1311	ECK1306
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11657	b0495	ECK0489
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17028	b4782	ECK4639
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17048	b4802	ECK4659
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10514	b0697	ECK0685
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6800	b1513	ECK1506
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16735	b4740	ECK4597
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17011	b4765	ECK4622
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10272	b3005	ECK2998
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11621	b0199	ECK0199
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10596	b4605	ECK4414
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16674	b4688	ECK4504
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10127	b1711	ECK1709
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6752	b1441	ECK1435
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12434	b3055	ECK3045
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10461	b4545	ECK2358
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12475	b4156	ECK4152
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6429	b0829	ECK0819
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11992	b2115	ECK2108
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12227	b4660	ECK3475
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12282	b3578	ECK3567
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12041	b2180	ECK2174
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7847	b4182	ECK4178
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11726	b3716	ECK3709
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12178	b4136	ECK4130
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11680	b3201	ECK3190
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7669	b3211	ECK3201
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11395	b3964	ECK3956
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12095	b3175	ECK3164
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6951	b1756	ECK1754
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7536	b2969	ECK2964
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11089	b0122	ECK0121
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12038	b2178	ECK2172
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12518	b4485	ECK4224
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7328	b2534	ECK2531
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7462	b2834	ECK2830
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11939	b4064	ECK4057
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6777	b1483	ECK1477
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7036	b1906	ECK1905
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7178	b2271	ECK2265
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11703	b0463	ECK0457
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12320	b0127	ECK0126
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6792	b1502	ECK1495
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6931	b1726	ECK1724
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11573	b0067	ECK0068
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6574	b1117	ECK1103
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6536	b1029	ECK1017
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6663	b1327	ECK1324
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11459	b3795	ECK3788
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12801	b3195	ECK3184
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6118	b0234	ECK0235
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6335	b0608	ECK0602
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11354	b2685	ECK2679
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6778	b1484	ECK1478
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17042	b4796	ECK4653
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17045	b4799	ECK4656
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7114	b2075	ECK2071
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12347	b1917	ECK1916
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16749	b4755	ECK4612
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17025	b4779	ECK4636
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10782	b3726	ECK3719
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6411	b0794	ECK0783
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10654	b4671	ECK4486
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16732	b4737	ECK4594
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6917	b1691	ECK1689
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12837	b3271	ECK3258
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10444	b4521	ECK1161
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10590	b4594	ECK4404
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6817	b1543	ECK1536
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12010	b2129	ECK2122
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12196	b1001	ECK0992
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12378	b1867	ECK1868
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6620	b1191	ECK1179
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12012	b2131	ECK2124
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7952	b4378	ECK4370
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11930	b4047	ECK4039
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10267	b3266	ECK3253
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7570	b3020	ECK3011
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7802	b3808	ECK3802
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11683	b3646	ECK3636
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12853	b1336	ECK1332
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12517	b4227	ECK4223
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7645	b3151	ECK3139
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11290	b2152	ECK2145
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12626	b3542	ECK3529
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10714	b4105	ECK4098
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7522	b2940	ECK2935
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10712	b4107	ECK4100
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10109	b0311	ECK0309
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7017	b1857	ECK1858
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7307	b2490	ECK2486
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7448	b2790	ECK2784
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12442	b4461	ECK2609
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12334	b0158	ECK0157
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7010	b1837	ECK1836
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7144	b2145	ECK2138
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10042	b0111	ECK0110
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12037	b2177	ECK2171
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6772	b1471	ECK1465
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6911	b1685	ECK1682
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12268	b3547	ECK3534
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6781	b1487	ECK1481
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6510	b0989	ECK0979
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6640	b1287	ECK1282
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12166	b0920	ECK0911
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6648	b1310	ECK1305
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17038	b4792	ECK4649
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6101	b0217	ECK0217
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12029	b2161	ECK2154
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11504	b0197	ECK0197
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16746	b4752	ECK4609
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17022	b4776	ECK4633
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11896	b2014	ECK2008
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7665	b3200	ECK3189
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10646	b4674	ECK4489
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16729	b4734	ECK4591
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11691	b3664	ECK3655
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7039	b1920	ECK1919
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12870	b1322	ECK1318
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10586	b4590	ECK4400
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11555	b0007	ECK0007
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6803	b1516	ECK1509
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12122	b2944	ECK2939
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12326	b0137	ECK0136
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11424	b3622	ECK3612
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12075	b3476	ECK3460
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7931	b4334	ECK4325
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11853	b3888	ECK3881
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7664	b3199	ECK3188
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6430	b0830	ECK0820
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7752	b3427	ECK3413
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11605	b3284	ECK3271
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7465	b2845	ECK2843
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7342	b2548	ECK2545
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7606	b3087	ECK3077
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11165	b3038	ECK3029
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11046	b3452	ECK3436
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6949	b1754	ECK1752
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7505	b2886	ECK2881
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10145	b4400	ECK4392
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10939	b3981	ECK3972
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12712	b2687	ECK2681
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7256	b2408	ECK2402
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7440	b2774	ECK2768
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7070	b1985	ECK1980
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11260	b3765	ECK3758
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6982	b1796	ECK1794
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7131	b2099	ECK2092
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10772	b2678	ECK2672
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7579	b3032	ECK3023
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6757	b1446	ECK1440
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6899	b1671	ECK1667
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10704	b0418	ECK0412
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7602	b3083	ECK3073
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6459	b0876	ECK0867
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6625	b1196	ECK1184
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10623	b0090	ECK0091
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G7836	b4146	ECK4140
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6087	b0024	ECK0025
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6214	b4579	ECK0356
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6565	b1105	ECK1091
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG11211	b4155	ECK4151
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17019	b4773	ECK4630
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17035	b4789	ECK4646
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10548	b0027	ECK0028
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9608	b4424	ECK1209
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16726	b4731	ECK4588
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-16742	b4748	ECK4605
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G6432	b0832	ECK0822
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-9581	b4413	ECK0019
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10550	b0322	ECK0320
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-10641	b4669	ECK4484
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10464	b1054	ECK1039
HTTPS://biocyc.org/gene?orgid=ECOLI&id=G0-17009	b4764	ECK4621
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12288	b3584	ECK3573
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG12703	b1003	ECK0994
HTTPS://biocyc.org/gene?orgid=ECOLI&id=EG10262	b0583	ECK0575
